date,value
1985-05-20,1592.949951
1985-05-21,1598.8999939999999
1985-05-22,1598.519959
1985-05-23,1594.6499939999999
1985-05-24,1587.269959
1985-05-28,1597.4299620000002
1985-05-29,1591.659973
1985-05-30,1597.0499570000002
1985-05-31,1592.6600039999998
1985-06-03,1612.639984
1985-06-04,1600.899964
1985-06-05,1612.260071
1985-06-06,1608.2999570000002
1985-06-07,1621.5400089999998
1985-06-10,1604.790039
1985-06-11,1610.299988
1985-06-12,1602.150055
1985-06-13,1590.999939
1985-06-14,1584.2799989999999
1985-06-17,1586.449951
1985-06-18,1587.300018
1985-06-19,1593.070008
1985-06-20,1584.509949
1985-06-21,1584.77002
1985-06-24,1603.47995
1985-06-25,1613.7899470000002
1985-06-26,1613.680054
1985-06-27,1620.339935
1985-06-28,1629.7200010000001
1985-07-01,1629.9100039999998
1985-07-02,1632.459961
1985-07-03,1628.77002
1985-07-05,1626.090027
1985-07-08,1628.720032
1985-07-09,1622.299988
1985-07-10,1618.5000300000002
1985-07-11,1632.719971
1985-07-12,1637.330017
1985-07-15,1635.890015
1985-07-16,1640.279968
1985-07-17,1661.7099910000002
1985-07-18,1659.460022
1985-07-19,1657.830017
1985-07-22,1663.0800479999998
1985-07-23,1664.47995
1985-07-24,1654.800049
1985-07-25,1652.830017
1985-07-26,1656.76001
1985-07-29,1657.8800350000001
1985-07-30,1640.990021
1985-07-31,1648.890015
1985-08-01,1652.620026
1985-08-02,1658.580017
1985-08-05,1651.769958
1985-08-06,1647.980011
1985-08-07,1619.390045
1985-08-08,1623.109955
1985-08-09,1627.949982
1985-08-12,1617.370026
1985-08-13,1612.830017
1985-08-14,1615.650055
1985-08-15,1616.639953
1985-08-16,1609.609985
1985-08-19,1608.250061
1985-08-20,1612.069977
1985-08-21,1620.8200379999998
1985-08-22,1628.220032
1985-08-23,1613.220032
1985-08-26,1612.840027
1985-08-27,1617.039978
1985-08-28,1619.3200379999998
1985-08-29,1628.3099670000001
1985-08-30,1632.659973
1985-09-03,1630.970032
1985-09-04,1625.379944
1985-09-05,1621.590027
1985-09-06,1622.670044
1985-09-09,1630.830017
1985-09-10,1634.130066
1985-09-11,1623.599945
1985-09-12,1607.53006
1985-09-13,1604.259949
1985-09-16,1593.7499699999998
1985-09-17,1593.579956
1985-09-18,1575.1499939999999
1985-09-19,1580.539978
1985-09-20,1591.2399599999999
1985-09-23,1599.859955
1985-09-24,1600.23999
1985-09-25,1606.779968
1985-09-26,1590.899964
1985-09-30,1610.589966
1985-10-01,1610.240021
1985-10-02,1625.5100400000001
1985-10-03,1612.909973
1985-10-04,1610.6899720000001
1985-10-07,1605.350037
1985-10-08,1602.340027
1985-10-09,1602.379974
1985-10-10,1603.4999699999998
1985-10-11,1608.1900329999999
1985-10-14,1622.890015
1985-10-15,1642.039978
1985-10-16,1637.630066
1985-10-17,1654.339935
1985-10-18,1657.4399720000001
1985-10-21,1655.350037
1985-10-22,1652.049988
1985-10-23,1653.769959
1985-10-24,1657.7799989999999
1985-10-25,1650.099976
1985-10-28,1641.750061
1985-10-29,1651.780029
1985-10-30,1664.850037
1985-10-31,1668.259949
1985-11-01,1665.130005
1985-11-04,1682.769958
1985-11-05,1682.110047
1985-11-06,1694.690003
1985-11-07,1697.509979
1985-11-08,1695.939941
1985-11-11,1706.22998
1985-11-12,1734.579956
1985-11-13,1736.680054
1985-11-14,1729.489929
1985-11-15,1741.580017
1985-11-18,1739.360016
1985-11-19,1751.719971
1985-11-20,1747.4700010000001
1985-11-21,1753.400055
1985-11-22,1770.980041
1985-11-25,1772.9399720000001
1985-11-26,1766.140045
1985-11-27,1772.0399470000002
1985-11-29,1793.980041
1985-12-02,1785.22995
1985-12-03,1767.750061
1985-12-04,1777.6600039999998
1985-12-05,1808.570007
1985-12-06,1793.319977
1985-12-09,1800.739929
1985-12-10,1815.649964
1985-12-11,1815.870056
1985-12-12,1832.4400329999999
1985-12-13,1837.5799860000002
1985-12-16,1863.000061
1985-12-17,1880.7799989999999
1985-12-18,1866.320007
1985-12-19,1862.769989
1985-12-20,1871.539978
1985-12-23,1861.719971
1985-12-24,1846.7799989999999
1985-12-26,1840.960022
1985-12-27,1851.960022
1985-12-30,1869.099976
1985-12-31,1875.890045
1986-01-02,1871.219971
1986-01-03,1865.220032
1986-01-06,1875.5
1986-01-07,1879.560059
1986-01-08,1902.190002
1986-01-09,1841.560059
1986-01-10,1845.1600039999998
1986-01-13,1835.730042
1986-01-14,1851.580017
1986-01-15,1845.7399599999999
1986-01-16,1859.97995
1986-01-17,1871.470032
1986-01-20,1859.949982
1986-01-21,1859.890015
1986-01-22,1841.920044
1986-01-23,1826.2399599999999
1986-01-24,1845.03006
1986-01-27,1865.97995
1986-01-28,1871.769989
1986-01-29,1892.940003
1986-01-30,1893.269989
1986-01-31,1885.6600039999998
1986-02-03,1906.6300350000001
1986-02-04,1935.27005
1986-02-05,1928.340027
1986-02-06,1935.460022
1986-02-07,1930.240021
1986-02-10,1957.649963
1986-02-11,1969.2900089999998
1986-02-12,1970.839966
1986-02-13,1979.46994
1986-02-14,1994.210022
1986-02-18,2012.379944
1986-02-19,2026.250061
1986-02-20,2004.8500060000001
1986-02-21,2037.1900329999999
1986-02-24,2045.490051
1986-02-25,2051.389984
1986-02-26,2049.040039
1986-02-27,2057.72995
1986-02-28,2082.089966
1986-03-03,2066.189941
1986-03-04,2060.009979
1986-03-05,2041.630005
1986-03-06,2059.540009
1986-03-07,2057.200043
1986-03-10,2061.2400509999998
1986-03-11,2080.100037
1986-03-12,2118.899994
1986-03-13,2109.360047
1986-03-14,2132.240021
1986-03-17,2147.2600709999997
1986-03-18,2143.27002
1986-03-19,2169.099945
1986-03-20,2166.519958
1986-03-21,2181.049957
1986-03-24,2156.659973
1986-03-25,2150.809998
1986-03-26,2153.8200070000003
1986-03-27,2194.4999390000003
1986-03-31,2198.129974
1986-04-01,2197.879944
1986-04-02,2158.680023
1986-04-03,2171.559967
1986-04-04,2136.730042
1986-04-07,2104.550049
1986-04-08,2121.159973
1986-04-09,2158.959991
1986-04-10,2165.769958
1986-04-11,2179.919983
1986-04-14,2170.8200380000003
1986-04-15,2180.949982
1986-04-16,2208.01004
1986-04-17,2237.879944
1986-04-18,2241.910065
1986-04-21,2232.9100040000003
1986-04-22,2250.460022
1986-04-23,2212.810028
1986-04-24,2221.719971
1986-04-25,2228.730042
1986-04-28,2226.699951
1986-04-29,2240.3299559999996
1986-04-30,2212.700012
1986-05-01,2161.100036
1986-05-02,2165.23999
1986-05-05,2161.830017
1986-05-06,2186.159973
1986-05-07,2168.169983
1986-05-08,2167.25
1986-05-09,2166.9400029999997
1986-05-12,2175.159973
1986-05-13,2177.850037
1986-05-14,2177.930054
1986-05-15,2191.439941
1986-05-16,2155.659973
1986-05-19,2147.340027
1986-05-20,2142.060059
1986-05-21,2170.079986
1986-05-22,2169.409973
1986-05-23,2203.149994
1986-05-27,2226.460022
1986-05-28,2258.610016
1986-05-29,2271.769989
1986-05-30,2271.309998
1986-06-02,2274.889953
1986-06-03,2259.3399959999997
1986-06-04,2276.3499760000004
1986-06-05,2264.580048
1986-06-06,2280.579986
1986-06-09,2277.5700079999997
1986-06-10,2229.279999
1986-06-11,2235.730041
1986-06-12,2242.269958
1986-06-13,2246.419983
1986-06-16,2280.120026
1986-06-17,2276.519989
1986-06-18,2262.639954
1986-06-19,2260.300018
1986-06-20,2260.4000239999996
1986-06-23,2270.389984
1986-06-24,2265.1300659999997
1986-06-25,2281.040039
1986-06-26,2292.2400509999998
1986-06-27,2289.069977
1986-06-30,2289.1799920000003
1986-07-01,2296.76001
1986-07-02,2313.809998
1986-07-03,2321.280029
1986-07-07,2302.97998
1986-07-08,2216.330017
1986-07-09,2216.47995
1986-07-10,2227.0000609999997
1986-07-11,2224.509979
1986-07-14,2197.439972
1986-07-15,2172.690033
1986-07-16,2156.859985
1986-07-17,2159.580048
1986-07-18,2161.759979
1986-07-21,2154.180054
1986-07-22,2156.5
1986-07-23,2176.100036
1986-07-24,2177.910065
1986-07-25,2178.880035
1986-07-28,2186.7499390000003
1986-07-29,2149.330048
1986-07-30,2139.6799920000003
1986-07-31,2151.310059
1986-08-01,2147.810059
1986-08-04,2120.98996
1986-08-05,2154.71994
1986-08-06,2137.550018
1986-08-07,2139.649994
1986-08-08,2152.3200380000003
1986-08-11,2154.399963
1986-08-12,2195.880005
1986-08-13,2210.789947
1986-08-14,2221.96994
1986-08-15,2227.540009
1986-08-18,2237.0899959999997
1986-08-19,2246.2500609999997
1986-08-20,2240.419983
1986-08-21,2265.319977
1986-08-22,2260.780029
1986-08-25,2267.450012
1986-08-26,2256.650055
1986-08-27,2285.850006
1986-08-28,2278.4900509999998
1986-08-29,2279.930054
1986-09-02,2286.059998
1986-09-03,2240.9200440000004
1986-09-04,2263.899963
1986-09-05,2299.329986
1986-09-08,2264.559998
1986-09-09,2270.439972
1986-09-10,2253.789947
1986-09-11,2224.4400029999997
1986-09-12,2140.6500239999996
1986-09-15,2120.3200380000003
1986-09-16,2105.919983
1986-09-17,2125.769989
1986-09-18,2111.319977
1986-09-19,2113.769959
1986-09-22,2121.769989
1986-09-23,2149.579986
1986-09-24,2152.629974
1986-09-25,2153.98999
1986-09-26,2110.4200440000004
1986-09-29,2108.460053
1986-09-30,2110.490021
1986-10-01,2127.530029
1986-10-02,2131.019958
1986-10-03,2146.949951
1986-10-06,2125.9200440000004
1986-10-07,2139.800018
1986-10-08,2129.460053
1986-10-09,2156.189972
1986-10-10,2144.02005
1986-10-13,2145.9999700000003
1986-10-14,2151.870056
1986-10-15,2153.709961
1986-10-16,2191.789978
1986-10-17,2185.139953
1986-10-20,2175.390045
1986-10-21,2164.02002
1986-10-22,2157.169952
1986-10-23,2166.950012
1986-10-24,2192.9299619999997
1986-10-27,2190.1799619999997
1986-10-28,2200.740021
1986-10-29,2198.840027
1986-10-30,2240.9999390000003
1986-10-31,2236.680023
1986-11-03,2241.619995
1986-11-04,2245.480041
1986-11-05,2248.209991
1986-11-06,2253.72998
1986-11-07,2246.689941
1986-11-10,2243.039947
1986-11-11,2252.389954
1986-11-12,2260.300018
1986-11-13,2253.740021
1986-11-14,2219.319977
1986-11-17,2214.2999879999998
1986-11-18,2211.129944
1986-11-19,2162.189972
1986-11-20,2192.540039
1986-11-21,2217.230041
1986-11-24,2243.550018
1986-11-25,2262.980041
1986-11-26,2265.859955
1986-11-28,2275.78006
1986-12-01,2257.5700380000003
1986-12-02,2279.9999390000003
1986-12-03,2309.350037
1986-12-04,2309.439941
1986-12-05,2302.910034
1986-12-08,2287.47998
1986-12-09,2291.620026
1986-12-10,2272.0700380000003
1986-12-11,2298.9999700000003
1986-12-12,2277.960022
1986-12-15,2254.610016
1986-12-16,2277.1500239999996
1986-12-17,2280.199982
1986-12-18,2268.099945
1986-12-19,2266.2500299999997
1986-12-22,2273.2599490000002
1986-12-23,2274.809967
1986-12-24,2262.949951
1986-12-26,2277.289978
1986-12-29,2274.299957
1986-12-30,2258.540009
1986-12-31,2256.930023
1987-01-02,2251.889954
1987-01-05,2301.080017
1987-01-06,2342.549988
1987-01-07,2340.080017
1987-01-08,2372.0700079999997
1987-01-09,2376.6799929999997
1987-01-12,2379.3299559999996
1987-01-13,2392.109985
1987-01-14,2400.2399290000003
1987-01-15,2436.709961
1987-01-16,2463.0201110000003
1987-01-19,2455.670074
1987-01-20,2504.159912
1987-01-21,2478.339935
1987-01-22,2479.830078
1987-01-23,2553.2599490000002
1987-01-26,2492.329895
1987-01-27,2511.1799920000003
1987-01-28,2553.4799199999998
1987-01-29,2571.149902
1987-01-30,2548.420074
1987-02-02,2546.779968
1987-02-03,2586.589996
1987-02-04,2576.7798769999995
1987-02-05,2606.789978
1987-02-06,2605.140045
1987-02-09,2589.609955
1987-02-10,2577.1798709999994
1987-02-11,2564.329986
1987-02-12,2590.9798889999997
1987-02-13,2570.2000120000002
1987-02-17,2607.5700079999997
1987-02-18,2673.4398810000002
1987-02-19,2657.1798709999994
1987-02-20,2664.149994
1987-02-23,2650.139953
1987-02-24,2636.030029
1987-02-25,2642.539887
1987-02-26,2645.389984
1987-02-27,2644.230072
1987-03-02,2653.209961
1987-03-03,2647.809906
1987-03-04,2664.010101
1987-03-05,2699.25
1987-03-06,2710.21991
1987-03-09,2697.1898810000002
1987-03-10,2685.210053
1987-03-11,2725.410004
1987-03-12,2700.71991
1987-03-13,2704.659912
1987-03-16,2681.71991
1987-03-17,2678.559906
1987-03-18,2735.3099979999997
1987-03-19,2716.6898810000002
1987-03-20,2749.7499080000002
1987-03-23,2777.100006
1987-03-24,2807.269928
1987-03-25,2803.26001
1987-03-26,2813.0601189999998
1987-03-27,2817.950043
1987-03-30,2670.940033
1987-03-31,2723.8200079999997
1987-04-01,2703.4298709999994
1987-04-02,2759.650055
1987-04-03,2754.8900759999997
1987-04-06,2845.630035
1987-04-07,2838.780029
1987-04-08,2806.190094
1987-04-09,2809.889984
1987-04-10,2754.539947
1987-04-13,2760.1898810000002
1987-04-14,2692.809967
1987-04-15,2701.400055
1987-04-16,2715.2901
1987-04-20,2711.9799199999998
1987-04-21,2672.169922
1987-04-22,2751.720062
1987-04-23,2714.0100709999997
1987-04-24,2676.980072
1987-04-27,2616.0000919999998
1987-04-28,2652.829895
1987-04-29,2662.110016
1987-04-30,2672.420074
1987-05-01,2700.839996
1987-05-04,2693.739899
1987-05-05,2723.909912
1987-05-06,2760.909973
1987-05-07,2766.1200559999997
1987-05-08,2769.1798709999994
1987-05-11,2761.350006
1987-05-12,2730.26001
1987-05-13,2748.329926
1987-05-14,2758.659973
1987-05-15,2730.7400509999998
1987-05-18,2684.399963
1987-05-19,2688.8201290000006
1987-05-20,2622.7901
1987-05-21,2652.090027
1987-05-22,2642.589935
1987-05-26,2682.360047
1987-05-27,2707.559906
1987-05-28,2711.490082
1987-05-29,2742.600006
1987-06-01,2725.1201170000004
1987-06-02,2701.769959
1987-06-03,2707.46991
1987-06-04,2739.319916
1987-06-05,2752.909912
1987-06-08,2738.1898810000002
1987-06-09,2778.0000919999998
1987-06-10,2786.0601189999998
1987-06-11,2789.899994
1987-06-12,2804.100098
1987-06-15,2819.860107
1987-06-16,2816.53009
1987-06-17,2840.7500919999998
1987-06-18,2825.239899
1987-06-19,2838.9999390000003
1987-06-22,2857.789887
1987-06-23,2883.539978
1987-06-24,2859.680023
1987-06-25,2866.359955
1987-06-26,2865.75
1987-06-29,2864.259918
1987-06-30,2874.279938
1987-07-01,2834.580078
1987-07-02,2850.7798769999995
1987-07-06,2874.240082
1987-07-07,2856.839935
1987-07-08,2876.269928
1987-07-09,2888.170105
1987-07-10,2881.769959
1987-07-13,2881.810059
1987-07-14,2884.1400759999997
1987-07-15,2899.329926
1987-07-16,2928.769959
1987-07-17,2940.319977
1987-07-20,2930.7299199999998
1987-07-21,2910.990082
1987-07-22,2901.78009
1987-07-23,2898.8799440000003
1987-07-24,2900.539947
1987-07-27,2915.049957
1987-07-28,2945.049896
1987-07-29,2953.100037
1987-07-30,2976.450104
1987-07-31,3000.48999
1987-08-03,2981.1300659999997
1987-08-04,2986.129974
1987-08-05,2987.909912
1987-08-06,3007.7298889999997
1987-08-07,3033.840027
1987-08-10,3040.420105
1987-08-11,3094.309967
1987-08-12,3119.4000859999996
1987-08-13,3124.649963
1987-08-14,3125.619965
1987-08-17,3139.859955
1987-08-18,3131.819916
1987-08-19,3091.850006
1987-08-20,3130.4398810000002
1987-08-21,3163.8599240000003
1987-08-24,3166.170105
1987-08-25,3164.320068
1987-08-26,3180.390045
1987-08-27,3142.340027
1987-08-28,3123.1200559999997
1987-08-31,3086.7299199999998
1987-09-01,3122.27002
1987-09-02,3057.1799920000003
1987-09-03,3072.210053
1987-09-04,3051.510101
1987-09-08,2993.679932
1987-09-09,2983.379974
1987-09-10,3020.1298829999996
1987-09-11,3030.160004
1987-09-14,3070.0601189999998
1987-09-15,3050.350037
1987-09-16,2995.940094
1987-09-17,2990.600098
1987-09-18,2980.779968
1987-09-21,2979.360107
1987-09-22,2935.0
1987-09-23,3017.279938
1987-09-24,3016.309906
1987-09-25,3005.359955
1987-09-28,3046.039887
1987-09-29,3043.899994
1987-09-30,3023.419922
1987-10-01,3047.7000120000002
1987-10-02,3090.8599240000003
1987-10-05,3099.040039
1987-10-06,3075.330017
1987-10-07,2994.349945
1987-10-08,2999.820068
1987-10-09,2948.8599240000003
1987-10-12,2913.839935
1987-10-13,2933.6500859999996
1987-10-14,2905.960053
1987-10-15,2818.819916
1987-10-16,2782.299896
1987-10-19,2441.1700440000004
1987-10-20,2301.170014
1987-10-21,2359.779968
1987-10-22,2208.099945
1987-10-23,2241.340027
1987-10-26,2177.019959
1987-10-27,2187.519989
1987-10-28,2070.8299559999996
1987-10-29,2160.5000299999997
1987-10-30,2343.779999
1987-11-02,2298.050018
1987-11-03,2288.0599970000003
1987-11-04,2251.089935
1987-11-05,2250.6799929999997
1987-11-06,2318.950043
1987-11-09,2247.160065
1987-11-10,2178.460053
1987-11-11,2225.4299619999997
1987-11-12,2288.2499700000003
1987-11-13,2280.2600709999997
1987-11-16,2291.549988
1987-11-17,2246.219971
1987-11-18,2245.119965
1987-11-19,2238.860016
1987-11-20,2180.459991
1987-11-23,2216.3800659999997
1987-11-24,2260.890045
1987-11-25,2279.169983
1987-11-27,2253.539978
1987-11-30,2166.5499879999998
1987-12-01,2166.649994
1987-12-02,2147.1700440000004
1987-12-03,2155.019989
1987-12-04,2061.220032
1987-12-07,2068.5700070000003
1987-12-08,2107.470032
1987-12-09,2155.9999700000003
1987-12-10,2157.02005
1987-12-11,2158.559998
1987-12-14,2172.709961
1987-12-15,2250.860046
1987-12-16,2251.819946
1987-12-17,2297.7599490000002
1987-12-18,2261.460022
1987-12-21,2302.540009
1987-12-22,2311.879944
1987-12-23,2319.319977
1987-12-24,2336.0100709999997
1987-12-28,2282.069946
1987-12-29,2267.910065
1987-12-30,2263.73996
1987-12-31,2255.090027
1988-01-04,2287.689972
1988-01-05,2400.5701290000006
1988-01-06,2381.469971
1988-01-07,2365.6900029999997
1988-01-08,2394.1799619999997
1988-01-11,2267.549988
1988-01-12,2267.8800659999997
1988-01-13,2242.4400029999997
1988-01-14,2257.410034
1988-01-15,2311.919952
1988-01-18,2302.099945
1988-01-19,2283.730011
1988-01-20,2260.350006
1988-01-21,2224.910034
1988-01-22,2229.4000239999996
1988-01-25,2243.339966
1988-01-26,2277.7000120000002
1988-01-27,2267.459991
1988-01-28,2262.97995
1988-01-29,2285.769959
1988-02-01,2319.0100709999997
1988-02-02,2283.98999
1988-02-03,2297.930054
1988-02-04,2268.5000299999997
1988-02-05,2269.8399959999997
1988-02-08,2238.4299920000003
1988-02-09,2244.759979
1988-02-10,2270.4000239999996
1988-02-11,2313.259979
1988-02-12,2317.149964
1988-02-16,2334.730042
1988-02-17,2363.130005
1988-02-18,2350.420014
1988-02-19,2339.4500120000002
1988-02-22,2368.339935
1988-02-23,2400.090027
1988-02-24,2402.280029
1988-02-25,2405.080017
1988-02-26,2382.919983
1988-02-29,2393.370056
1988-03-01,2442.329926
1988-03-02,2450.070068
1988-03-03,2444.510101
1988-03-04,2430.579926
1988-03-07,2426.2500609999997
1988-03-08,2440.0200800000002
1988-03-09,2458.78009
1988-03-10,2455.639953
1988-03-11,2406.5
1988-03-14,2410.379974
1988-03-15,2426.129974
1988-03-16,2425.23999
1988-03-17,2450.359955
1988-03-18,2483.3201290000006
1988-03-21,2450.2201230000005
1988-03-22,2447.2298889999997
1988-03-23,2445.079986
1988-03-24,2421.03006
1988-03-25,2394.629974
1988-03-28,2331.369995
1988-03-29,2369.02002
1988-03-30,2380.0000609999997
1988-03-31,2344.710053
1988-04-04,2363.590027
1988-04-05,2359.72998
1988-04-06,2375.1199340000003
1988-04-07,2435.430023
1988-04-08,2440.3099979999997
1988-04-11,2479.210053
1988-04-12,2477.759918
1988-04-13,2490.329926
1988-04-14,2448.100037
1988-04-15,2380.349945
1988-04-18,2374.319946
1988-04-19,2392.910034
1988-04-20,2368.5599970000003
1988-04-21,2374.77005
1988-04-22,2368.789947
1988-04-25,2397.940033
1988-04-26,2414.959961
1988-04-27,2425.4500120000002
1988-04-28,2420.149963
1988-04-29,2419.639953
1988-05-02,2411.160034
1988-05-03,2426.9500120000002
1988-05-04,2443.3699340000003
1988-05-05,2411.399994
1988-05-06,2393.789978
1988-05-09,2375.8800659999997
1988-05-10,2380.369965
1988-05-11,2352.559998
1988-05-12,2343.110047
1988-05-13,2352.970032
1988-05-16,2366.230041
1988-05-17,2392.100036
1988-05-18,2356.149994
1988-05-19,2302.190002
1988-05-20,2333.23996
1988-05-23,2318.279968
1988-05-24,2310.090027
1988-05-25,2334.76004
1988-05-26,2332.409973
1988-05-27,2330.5799559999996
1988-05-31,2331.4299920000003
1988-06-01,2402.039978
1988-06-02,2425.730041
1988-06-03,2429.960022
1988-06-06,2448.77002
1988-06-07,2447.71991
1988-06-08,2440.849945
1988-06-09,2481.690033
1988-06-10,2483.2999879999998
1988-06-13,2487.860047
1988-06-14,2512.799896
1988-06-15,2509.579986
1988-06-16,2499.720032
1988-06-17,2489.1500859999996
1988-06-20,2473.059906
1988-06-21,2480.560059
1988-06-22,2532.959961
1988-06-23,2535.309906
1988-06-24,2546.8101189999998
1988-06-27,2533.4298709999994
1988-06-28,2498.8699340000003
1988-06-29,2527.580017
1988-06-30,2513.600037
1988-07-01,2539.1099240000003
1988-07-05,2517.619965
1988-07-06,2555.510101
1988-07-07,2515.990082
1988-07-08,2511.9799199999998
1988-07-11,2506.1400759999997
1988-07-12,2504.690094
1988-07-13,2489.789947
1988-07-14,2497.8200079999997
1988-07-15,2511.889893
1988-07-18,2513.419922
1988-07-19,2509.0499879999998
1988-07-20,2497.149902
1988-07-21,2494.409912
1988-07-22,2469.769959
1988-07-25,2447.6298829999996
1988-07-26,2455.9999390000003
1988-07-27,2465.440094
1988-07-28,2440.190033
1988-07-29,2469.580017
1988-08-01,2513.839996
1988-08-02,2523.289978
1988-08-03,2516.870026
1988-08-04,2531.9298709999994
1988-08-05,2504.839905
1988-08-08,2505.609955
1988-08-09,2492.2400509999998
1988-08-10,2451.8200079999997
1988-08-11,2418.450012
1988-08-12,2411.930054
1988-08-15,2407.599945
1988-08-16,2374.73999
1988-08-17,2402.430054
1988-08-18,2406.189941
1988-08-19,2412.899963
1988-08-22,2399.290039
1988-08-23,2371.519959
1988-08-24,2367.209961
1988-08-25,2380.319977
1988-08-26,2381.590027
1988-08-29,2398.609985
1988-08-30,2417.590027
1988-08-31,2422.650055
1988-09-01,2397.3099970000003
1988-09-02,2403.149963
1988-09-06,2431.409912
1988-09-07,2455.699951
1988-09-08,2438.8599240000003
1988-09-09,2439.310059
1988-09-12,2453.400055
1988-09-13,2447.159973
1988-09-14,2482.0
1988-09-15,2481.039947
1988-09-16,2466.470062
1988-09-19,2470.340088
1988-09-20,2462.549957
1988-09-21,2474.9799199999998
1988-09-22,2474.039947
1988-09-23,2460.4000859999996
1988-09-26,2471.5000609999997
1988-09-27,2468.179932
1988-09-28,2461.590088
1988-09-29,2473.939941
1988-09-30,2504.660065
1988-10-03,2495.470032
1988-10-04,2489.2701110000003
1988-10-05,2479.620026
1988-10-06,2488.699951
1988-10-07,2507.799896
1988-10-10,2534.44989
1988-10-11,2536.200104
1988-10-12,2519.690094
1988-10-13,2503.52002
1988-10-14,2531.259918
1988-10-17,2515.940033
1988-10-18,2519.980041
1988-10-19,2551.9900509999998
1988-10-20,2522.9798889999997
1988-10-21,2555.039887
1988-10-24,2568.51001
1988-10-25,2560.670074
1988-10-26,2559.429932
1988-10-27,2538.769959
1988-10-28,2531.940033
1988-10-31,2522.069977
1988-11-01,2527.7901
1988-11-02,2530.579926
1988-11-03,2547.589905
1988-11-04,2536.340088
1988-11-07,2514.340088
1988-11-08,2510.720062
1988-11-09,2499.8201290000006
1988-11-10,2493.690033
1988-11-11,2478.519928
1988-11-14,2449.850037
1988-11-15,2446.480072
1988-11-16,2447.52002
1988-11-17,2424.230072
1988-11-18,2426.1898810000002
1988-11-21,2423.9799199999998
1988-11-22,2427.2500609999997
1988-11-23,2444.5700079999997
1988-11-25,2444.329986
1988-11-28,2441.079926
1988-11-29,2446.059906
1988-11-30,2474.1099240000003
1988-12-01,2483.049957
1988-12-02,2462.360016
1988-12-05,2470.0298769999995
1988-12-06,2501.9400020000003
1988-12-07,2524.219971
1988-12-08,2521.3599240000003
1988-12-09,2514.219971
1988-12-12,2525.089905
1988-12-13,2509.240082
1988-12-14,2509.450043
1988-12-15,2506.4799199999998
1988-12-16,2512.210113
1988-12-19,2519.890045
1988-12-20,2557.2999879999998
1988-12-21,2540.739899
1988-12-22,2540.339905
1988-12-23,2541.159973
1988-12-27,2545.7400509999998
1988-12-28,2542.570068
1988-12-29,2546.410095
1988-12-30,2562.989899
1989-01-03,2542.109955
1989-01-04,2533.0499879999998
1989-01-05,2567.790039
1989-01-06,2580.289887
1989-01-09,2579.720062
1989-01-10,2590.860107
1989-01-11,2576.459961
1989-01-12,2594.910095
1989-01-13,2610.0601189999998
1989-01-16,2610.389893
1989-01-17,2603.9398810000002
1989-01-18,2602.070068
1989-01-19,2632.0499879999998
1989-01-20,2627.710113
1989-01-23,2630.7299199999998
1989-01-24,2610.989899
1989-01-25,2653.809967
1989-01-26,2655.510101
1989-01-27,2704.320068
1989-01-30,2719.209961
1989-01-31,2722.609955
1989-02-01,2736.090027
1989-02-02,2744.0601189999998
1989-02-03,2732.190033
1989-02-06,2733.010101
1989-02-07,2725.1898810000002
1989-02-08,2765.409973
1989-02-09,2734.540039
