ImageID,label
6085,curiosity
3174,perseverance
9593,perseverance
4506,perseverance
5453,perseverance
601,perseverance
8921,perseverance
9095,perseverance
9669,perseverance
4271,perseverance
5025,perseverance
2821,perseverance
3725,perseverance
2373,perseverance
777,perseverance
5754,perseverance
4205,perseverance
8580,perseverance
8435,perseverance
6115,perseverance
159,perseverance
7733,perseverance
5150,perseverance
3470,perseverance
4908,perseverance
2188,perseverance
9326,perseverance
8143,perseverance
5438,curiosity
8223,perseverance
6314,curiosity
3622,perseverance
8529,perseverance
6993,perseverance
7855,perseverance
3065,perseverance
2804,perseverance
5936,perseverance
2473,perseverance
4093,perseverance
7718,perseverance
2624,perseverance
5417,perseverance
506,perseverance
835,perseverance
1032,perseverance
3354,perseverance
2150,perseverance
4932,perseverance
1223,perseverance
7400,perseverance
2982,perseverance
4472,perseverance
8944,curiosity
2230,perseverance
9650,perseverance
5323,curiosity
5158,perseverance
7302,perseverance
7018,perseverance
2148,perseverance
2577,curiosity
5379,curiosity
7582,curiosity
6256,perseverance
5822,perseverance
4067,perseverance
7904,perseverance
9814,perseverance
5520,perseverance
3617,perseverance
3741,perseverance
3634,perseverance
3925,perseverance
4536,perseverance
164,perseverance
3022,perseverance
7963,perseverance
9403,perseverance
4078,perseverance
7118,perseverance
3701,perseverance
2179,perseverance
8183,perseverance
775,perseverance
8380,perseverance
7540,perseverance
8248,curiosity
4878,perseverance
1035,curiosity
4159,perseverance
9551,perseverance
7328,perseverance
3548,curiosity
332,perseverance
3746,perseverance
5610,perseverance
7553,perseverance
4710,perseverance
1322,perseverance
4070,perseverance
1805,perseverance
2877,perseverance
5232,curiosity
684,perseverance
8560,perseverance
6286,perseverance
8511,perseverance
3330,perseverance
6621,perseverance
1143,perseverance
9766,curiosity
9594,perseverance
1213,perseverance
7532,perseverance
4186,perseverance
6923,perseverance
1943,perseverance
577,perseverance
7905,curiosity
726,perseverance
3170,perseverance
3524,perseverance
7338,curiosity
9277,perseverance
8148,perseverance
3919,perseverance
9030,perseverance
9115,curiosity
5744,perseverance
4426,perseverance
3301,perseverance
5511,curiosity
5357,perseverance
3510,perseverance
7699,perseverance
7684,curiosity
870,perseverance
8857,perseverance
6158,perseverance
2489,perseverance
7800,perseverance
2140,perseverance
4758,perseverance
2522,perseverance
6594,perseverance
9075,perseverance
212,perseverance
2267,perseverance
9646,perseverance
7921,perseverance
2869,perseverance
7379,perseverance
8257,perseverance
1793,perseverance
6990,perseverance
855,perseverance
3169,curiosity
3797,curiosity
5504,perseverance
7199,curiosity
1208,perseverance
6902,perseverance
2868,perseverance
3411,perseverance
6890,perseverance
2774,perseverance
8546,perseverance
2059,perseverance
79,perseverance
1720,perseverance
281,perseverance
3494,perseverance
9666,perseverance
3891,perseverance
5985,curiosity
7701,perseverance
4463,perseverance
2849,perseverance
6581,perseverance
7443,perseverance
189,perseverance
8354,perseverance
2565,perseverance
8441,perseverance
3246,perseverance
5260,perseverance
4851,perseverance
2212,perseverance
1902,perseverance
3752,perseverance
9622,perseverance
5782,curiosity
475,curiosity
1956,perseverance
608,perseverance
5060,perseverance
550,perseverance
8812,perseverance
6800,perseverance
9973,curiosity
5692,perseverance
6215,perseverance
3369,perseverance
7500,perseverance
7221,perseverance
1012,perseverance
2217,curiosity
9297,perseverance
1886,perseverance
3830,curiosity
6236,perseverance
6402,perseverance
2995,curiosity
3836,perseverance
6094,perseverance
6103,curiosity
3501,perseverance
8302,perseverance
6537,curiosity
816,curiosity
5028,curiosity
3255,perseverance
4794,perseverance
1430,perseverance
2064,curiosity
1480,curiosity
1387,perseverance
7564,perseverance
9466,curiosity
7652,perseverance
2379,perseverance
1795,perseverance
6588,perseverance
2407,perseverance
6730,perseverance
7445,perseverance
1255,perseverance
4612,perseverance
9689,perseverance
2786,curiosity
4123,perseverance
8417,perseverance
3120,curiosity
4897,perseverance
5225,perseverance
94,perseverance
2471,perseverance
6560,perseverance
250,perseverance
7294,perseverance
3130,perseverance
8547,curiosity
456,curiosity
8500,perseverance
6190,perseverance
9954,perseverance
8693,perseverance
2963,perseverance
9843,perseverance
2554,perseverance
6384,perseverance
5717,perseverance
8972,perseverance
5239,curiosity
1461,perseverance
4075,curiosity
8138,perseverance
229,perseverance
3761,perseverance
7546,perseverance
7848,perseverance
3088,perseverance
989,perseverance
6668,perseverance
364,perseverance
6837,curiosity
6759,curiosity
2095,curiosity
4444,perseverance
898,perseverance
6925,perseverance
786,perseverance
7901,perseverance
6972,perseverance
190,perseverance
9627,perseverance
7161,perseverance
9786,perseverance
6853,perseverance
5606,perseverance
3030,perseverance
9805,perseverance
8762,perseverance
9041,perseverance
9107,perseverance
5894,perseverance
1701,perseverance
5019,perseverance
7218,curiosity
9956,perseverance
1201,perseverance
9252,perseverance
8770,perseverance
810,perseverance
1594,perseverance
5675,curiosity
742,perseverance
9798,perseverance
931,perseverance
3569,perseverance
6079,perseverance
4500,perseverance
2078,perseverance
4703,perseverance
6679,curiosity
7862,perseverance
9560,curiosity
9640,perseverance
1707,perseverance
5221,perseverance
6341,perseverance
7750,perseverance
1047,perseverance
6858,perseverance
8808,perseverance
4356,perseverance
2528,perseverance
1289,perseverance
1319,perseverance
4554,curiosity
3364,perseverance
9610,curiosity
7683,perseverance
5599,perseverance
9632,perseverance
4749,perseverance
925,curiosity
4004,curiosity
9584,curiosity
7555,perseverance
7876,perseverance
4640,perseverance
8030,perseverance
4944,perseverance
339,curiosity
799,perseverance
5286,perseverance
7098,perseverance
8771,perseverance
9572,perseverance
3760,perseverance
5395,perseverance
6731,curiosity
455,perseverance
9644,curiosity
5775,perseverance
1099,perseverance
383,perseverance
7715,perseverance
3090,curiosity
3555,perseverance
2068,curiosity
8943,perseverance
9137,curiosity
6218,perseverance
2973,curiosity
157,curiosity
1277,perseverance
7444,perseverance
8929,perseverance
2709,perseverance
2806,perseverance
8127,perseverance
3973,curiosity
224,perseverance
2824,perseverance
9939,perseverance
4006,perseverance
7536,perseverance
7166,curiosity
8283,perseverance
2176,perseverance
899,perseverance
4150,perseverance
3745,perseverance
5477,perseverance
8328,perseverance
1043,perseverance
6590,perseverance
9487,perseverance
8433,perseverance
8278,perseverance
3466,perseverance
9100,perseverance
9762,perseverance
5800,curiosity
8526,perseverance
9854,perseverance
7723,perseverance
134,curiosity
2341,perseverance
7332,curiosity
2223,perseverance
6558,curiosity
8451,perseverance
4887,perseverance
1346,perseverance
2201,perseverance
9333,perseverance
272,perseverance
914,perseverance
675,perseverance
7585,perseverance
6940,perseverance
758,perseverance
3102,perseverance
254,perseverance
5156,perseverance
9992,perseverance
1661,curiosity
1191,perseverance
9298,perseverance
2129,perseverance
6879,perseverance
5929,perseverance
1842,perseverance
6230,curiosity
9888,perseverance
3854,perseverance
4591,perseverance
5426,perseverance
7104,perseverance
6123,perseverance
2376,perseverance
669,perseverance
7420,curiosity
7791,perseverance
6848,perseverance
7090,perseverance
7490,perseverance
1997,perseverance
4468,perseverance
712,perseverance
662,curiosity
6005,curiosity
5976,perseverance
1052,perseverance
5445,perseverance
3511,perseverance
3646,perseverance
277,perseverance
538,curiosity
990,perseverance
532,perseverance
2785,curiosity
1098,perseverance
1260,curiosity
9963,perseverance
9763,perseverance
8591,perseverance
145,perseverance
8656,curiosity
9770,perseverance
7569,perseverance
3744,perseverance
3313,perseverance
2210,perseverance
3740,perseverance
1274,perseverance
5358,perseverance
9514,perseverance
545,perseverance
6178,perseverance
5978,perseverance
6272,perseverance
8314,perseverance
5674,perseverance
3777,perseverance
6096,perseverance
4778,perseverance
8338,perseverance
3406,perseverance
1318,curiosity
3273,perseverance
1021,perseverance
225,curiosity
4665,curiosity
5634,perseverance
3521,perseverance
3250,curiosity
8414,perseverance
5017,curiosity
6545,perseverance
5622,curiosity
8339,perseverance
2034,perseverance
2842,perseverance
4650,curiosity
1390,perseverance
5810,perseverance
5216,perseverance
1286,perseverance
193,perseverance
4512,perseverance
343,perseverance
6092,perseverance
818,perseverance
3325,perseverance
8139,curiosity
7919,curiosity
8472,perseverance
3402,perseverance
4360,perseverance
6234,perseverance
3935,perseverance
8084,perseverance
4942,perseverance
6040,perseverance
9388,curiosity
5432,perseverance
843,perseverance
3107,perseverance
5457,perseverance
691,perseverance
7210,perseverance
7717,perseverance
2752,perseverance
2627,perseverance
4209,perseverance
6390,perseverance
2216,perseverance
895,perseverance
9670,perseverance
2776,curiosity
3616,perseverance
7966,perseverance
5303,perseverance
9356,perseverance
7763,perseverance
2430,perseverance
2377,perseverance
2793,perseverance
1068,perseverance
2642,perseverance
7055,curiosity
9891,perseverance
5584,curiosity
5247,perseverance
7526,perseverance
1361,perseverance
6897,perseverance
4920,perseverance
2569,perseverance
149,perseverance
3337,perseverance
9484,perseverance
8207,perseverance
5088,perseverance
7893,curiosity
2909,perseverance
6297,perseverance
9554,perseverance
5793,perseverance
2304,perseverance
9039,perseverance
4195,curiosity
8786,perseverance
7731,curiosity
3888,perseverance
1963,perseverance
6075,perseverance
9951,perseverance
9335,perseverance
4804,perseverance
2054,curiosity
3820,perseverance
5842,perseverance
6994,perseverance
7615,perseverance
5186,perseverance
3408,perseverance
1267,perseverance
3366,perseverance
4590,perseverance
7896,perseverance
4777,perseverance
7517,curiosity
2193,perseverance
2309,curiosity
7259,perseverance
3537,perseverance
2018,curiosity
9692,perseverance
2422,perseverance
1281,curiosity
1105,perseverance
1175,curiosity
8867,curiosity
2886,perseverance
6577,curiosity
3534,perseverance
510,curiosity
4615,perseverance
5167,curiosity
9243,perseverance
7590,perseverance
7688,perseverance
8532,perseverance
8421,perseverance
5491,perseverance
5912,perseverance
2778,perseverance
7551,perseverance
8675,perseverance
1297,perseverance
4098,perseverance
2559,perseverance
2681,perseverance
2226,perseverance
7171,perseverance
402,curiosity
4350,perseverance
4030,curiosity
1851,perseverance
9184,perseverance
7846,perseverance
2175,perseverance
4005,curiosity
8319,perseverance
5228,perseverance
7671,perseverance
194,curiosity
1353,perseverance
4772,perseverance
3668,perseverance
7834,curiosity
3971,perseverance
8111,perseverance
5214,perseverance
1836,perseverance
5075,perseverance
5055,perseverance
1167,perseverance
1465,perseverance
9280,perseverance
7300,curiosity
8445,perseverance
3889,perseverance
2739,perseverance
7745,perseverance
7824,perseverance
5032,curiosity
4088,perseverance
6283,perseverance
4561,curiosity
5387,perseverance
2482,perseverance
7441,perseverance
7594,perseverance
8087,perseverance
642,perseverance
9625,perseverance
5989,perseverance
1933,perseverance
7629,perseverance
3632,perseverance
2322,perseverance
85,perseverance
4697,perseverance
9604,perseverance
1548,perseverance
9587,perseverance
7898,perseverance
6360,curiosity
8621,perseverance
2130,perseverance
397,curiosity
5154,perseverance
6677,perseverance
9099,perseverance
4140,perseverance
5871,perseverance
5271,perseverance
7807,perseverance
7654,perseverance
8424,perseverance
7802,perseverance
8543,perseverance
2931,perseverance
7987,perseverance
5479,perseverance
2705,perseverance
7022,perseverance
9358,perseverance
933,perseverance
1735,perseverance
7291,curiosity
8170,perseverance
4447,perseverance
6343,perseverance
9929,perseverance
2350,perseverance
6295,perseverance
1678,perseverance
1870,perseverance
6508,perseverance
8133,curiosity
8027,perseverance
4626,perseverance
1467,perseverance
5375,curiosity
9525,perseverance
6614,perseverance
6057,perseverance
5732,curiosity
7220,perseverance
5371,perseverance
7712,curiosity
5416,perseverance
8193,perseverance
1236,curiosity
3613,curiosity
3998,perseverance
5673,perseverance
3245,curiosity
1925,perseverance
9343,perseverance
3944,perseverance
8108,perseverance
8777,perseverance
1053,perseverance
5785,curiosity
8464,perseverance
6392,perseverance
3343,perseverance
7322,perseverance
6956,perseverance
9734,perseverance
1162,curiosity
7877,curiosity
1244,perseverance
3755,perseverance
4464,perseverance
1854,perseverance
6203,curiosity
4168,perseverance
5671,perseverance
5658,curiosity
8482,perseverance
3699,perseverance
6083,perseverance
6167,curiosity
565,perseverance
7910,perseverance
4202,perseverance
8375,perseverance
7730,perseverance
4632,perseverance
8669,perseverance
211,curiosity
2935,curiosity
4164,perseverance
9187,perseverance
3203,perseverance
4854,perseverance
862,perseverance
7255,perseverance
3319,perseverance
6702,perseverance
6200,curiosity
3020,perseverance
3775,perseverance
4739,perseverance
4639,perseverance
5034,perseverance
8284,perseverance
3115,perseverance
3220,perseverance
4241,curiosity
8105,curiosity
7482,perseverance
8164,perseverance
1118,perseverance
2334,perseverance
5367,perseverance
3232,perseverance
8995,perseverance
754,curiosity
2435,perseverance
3938,perseverance
7705,perseverance
5337,perseverance
4991,perseverance
7708,perseverance
167,perseverance
1342,curiosity
3469,perseverance
2144,perseverance
8075,curiosity
8933,perseverance
2587,perseverance
4931,perseverance
1586,curiosity
2380,curiosity
6633,perseverance
6535,curiosity
8085,perseverance
8807,perseverance
9071,perseverance
4120,perseverance
5879,perseverance
7776,perseverance
3626,perseverance
4528,perseverance
958,perseverance
4531,perseverance
1502,perseverance
2561,perseverance
6481,perseverance
7239,perseverance
6979,perseverance
1645,perseverance
2494,perseverance
6311,perseverance
4751,perseverance
7811,perseverance
4604,curiosity
9922,curiosity
579,perseverance
1010,curiosity
5853,perseverance
1746,perseverance
3370,curiosity
8203,perseverance
9318,perseverance
8623,perseverance
7091,perseverance
6445,perseverance
135,perseverance
555,perseverance
1504,perseverance
1185,curiosity
5941,curiosity
9026,perseverance
4154,perseverance
9025,perseverance
7869,perseverance
337,perseverance
2984,perseverance
2689,perseverance
9180,perseverance
3535,perseverance
1453,perseverance
6531,perseverance
5654,perseverance
3407,curiosity
2593,curiosity
7453,perseverance
358,perseverance
4576,perseverance
6840,curiosity
2086,perseverance
11,perseverance
7793,perseverance
442,perseverance
9959,curiosity
6332,perseverance
5245,perseverance
7777,perseverance
3939,perseverance
7487,perseverance
8276,perseverance
1552,perseverance
9602,perseverance
7279,perseverance
6813,perseverance
188,perseverance
2177,curiosity
2383,perseverance
6155,perseverance
7360,curiosity
2827,perseverance
6762,perseverance
6117,perseverance
2137,perseverance
3729,perseverance
3515,perseverance
6211,perseverance
4909,perseverance
4579,perseverance
1999,perseverance
6241,perseverance
5507,perseverance
4353,perseverance
4370,curiosity
9938,curiosity
7285,perseverance
7735,curiosity
5736,perseverance
9123,perseverance
2826,perseverance
4780,perseverance
6414,perseverance
3607,perseverance
2469,perseverance
2920,curiosity
702,perseverance
5659,perseverance
1351,perseverance
7477,perseverance
4634,perseverance
8167,perseverance
2073,perseverance
7313,curiosity
9117,perseverance
6522,perseverance
7158,perseverance
592,perseverance
5656,perseverance
759,perseverance
9441,perseverance
9510,perseverance
509,perseverance
4560,perseverance
7389,perseverance
9454,perseverance
3069,perseverance
7635,perseverance
3677,perseverance
1602,curiosity
5033,perseverance
4473,perseverance
237,perseverance
3185,perseverance
4431,perseverance
3680,perseverance
4378,perseverance
901,perseverance
3550,perseverance
1934,perseverance
9005,perseverance
844,perseverance
7478,perseverance
4571,perseverance
9086,perseverance
3490,perseverance
6506,perseverance
2892,perseverance
8241,perseverance
3972,perseverance
5151,perseverance
4823,curiosity
6149,perseverance
7082,perseverance
9736,perseverance
7880,perseverance
5068,perseverance
3013,perseverance
5473,curiosity
6686,perseverance
621,perseverance
4807,perseverance
6805,perseverance
4846,perseverance
4971,perseverance
1433,perseverance
697,perseverance
4833,perseverance
2686,curiosity
2519,perseverance
4594,perseverance
5270,perseverance
9945,perseverance
310,curiosity
3302,curiosity
3554,perseverance
5336,perseverance
1372,perseverance
3150,perseverance
6491,curiosity
3853,perseverance
2958,perseverance
1517,perseverance
1417,perseverance
8779,perseverance
7796,perseverance
9504,curiosity
3721,perseverance
7105,perseverance
5369,curiosity
2721,perseverance
9420,perseverance
7931,perseverance
5540,curiosity
8594,perseverance
5510,perseverance
8357,perseverance
4621,perseverance
9060,perseverance
8554,perseverance
5537,curiosity
8670,perseverance
1743,curiosity
9272,perseverance
4107,curiosity
344,perseverance
6601,perseverance
4684,perseverance
5324,perseverance
3648,perseverance
5831,perseverance
3004,perseverance
2098,perseverance
729,perseverance
6268,curiosity
9780,perseverance
1727,perseverance
868,perseverance
634,perseverance
4151,perseverance
573,perseverance
3261,perseverance
6205,curiosity
5442,perseverance
7914,perseverance
3929,perseverance
666,perseverance
2470,perseverance
2192,perseverance
1607,perseverance
7124,curiosity
6828,perseverance
6632,perseverance
6419,curiosity
4026,curiosity
6163,perseverance
8539,perseverance
3233,perseverance
22,curiosity
4744,perseverance
8401,perseverance
2067,curiosity
8509,perseverance
6509,perseverance
2141,perseverance
5948,perseverance
7771,perseverance
1371,perseverance
3052,curiosity
6974,perseverance
15,perseverance
6259,perseverance
4057,perseverance
5359,perseverance
6540,curiosity
9378,curiosity
7725,curiosity
7458,perseverance
2812,perseverance
5515,perseverance
2896,perseverance
9996,perseverance
78,perseverance
9849,perseverance
1673,perseverance
6487,perseverance
6467,perseverance
788,curiosity
1733,perseverance
7748,perseverance
5054,perseverance
3724,perseverance
1392,perseverance
1554,perseverance
6061,perseverance
9507,curiosity
90,perseverance
2459,perseverance
5532,perseverance
2038,perseverance
3064,perseverance
2580,perseverance
5325,curiosity
2882,curiosity
4856,perseverance
4690,perseverance
7264,perseverance
2257,perseverance
2548,perseverance
453,perseverance
9371,perseverance
1936,perseverance
6843,perseverance
3895,perseverance
2501,perseverance
484,perseverance
9952,perseverance
9023,perseverance
8748,curiosity
8564,perseverance
3787,perseverance
720,perseverance
7353,curiosity
317,curiosity
2873,perseverance
7565,perseverance
9306,perseverance
7231,perseverance
9856,perseverance
4614,perseverance
681,perseverance
4383,perseverance
138,curiosity
5767,perseverance
9453,perseverance
5196,curiosity
8374,perseverance
9643,perseverance
4805,perseverance
8931,curiosity
9290,curiosity
853,perseverance
6575,perseverance
2462,perseverance
3486,curiosity
1726,perseverance
4518,perseverance
4950,perseverance
6306,perseverance
7769,perseverance
5128,perseverance
5040,perseverance
8497,perseverance
3239,perseverance
3681,perseverance
5598,curiosity
8476,perseverance
7209,perseverance
2485,perseverance
5583,perseverance
6081,perseverance
8220,perseverance
3227,curiosity
2523,perseverance
104,perseverance
8095,perseverance
8984,perseverance
8614,perseverance
4721,perseverance
7801,perseverance
9222,perseverance
8645,perseverance
762,perseverance
1705,perseverance
2190,curiosity
2184,perseverance
2903,perseverance
6099,perseverance
5900,perseverance
8420,perseverance
1005,perseverance
4766,perseverance
9909,perseverance
3045,perseverance
7232,perseverance
2401,perseverance
2586,perseverance
536,perseverance
3043,perseverance
1755,perseverance
2094,perseverance
2897,perseverance
1330,perseverance
6685,perseverance
1788,curiosity
7019,perseverance
1271,perseverance
9207,perseverance
284,perseverance
2161,perseverance
9111,curiosity
2925,curiosity
4170,perseverance
8503,perseverance
6169,perseverance
6670,perseverance
